ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT,image
0.024971364066004753,0.006320323795080185,0.00689508905634284,0.006791871506720781,0.9270951151847839,0.0048390040174126625,0.008092735894024372,0.014994417317211628,img_00005.jpg
0.6963741779327393,0.02947569638490677,0.01729385182261467,0.02406657487154007,0.02381735108792782,0.07558417320251465,0.013661791570484638,0.11972632259130478,img_00007.jpg
0.5512387156486511,0.05978010967373848,0.009192543104290962,0.026562577113509178,0.13420219719409943,0.1501457244157791,0.02536829002201557,0.043509844690561295,img_00009.jpg
0.9030332565307617,0.007166412193328142,0.0010911935241892934,0.0047593978233635426,0.013970562256872654,0.03603605553507805,0.0013414510758593678,0.03260160982608795,img_00018.jpg
0.28703823685646057,0.04227490723133087,0.036809567362070084,0.024689944460988045,0.0313967727124691,0.1362123340368271,0.2103586047887802,0.23121964931488037,img_00027.jpg
0.45062336325645447,0.04011164978146553,0.02100362628698349,0.025023117661476135,0.20998448133468628,0.031192831695079803,0.06778839975595474,0.15427251160144806,img_00030.jpg
0.2333461046218872,0.07009770721197128,0.024353615939617157,0.02960028685629368,0.03595538064837456,0.07642250508069992,0.3909652531147003,0.13925915956497192,img_00040.jpg
0.9784123301506042,0.0019036526791751385,3.449326686677523e-05,0.0005996423424221575,0.011956104077398777,0.0005953634390607476,0.00019962627266068012,0.006298887077718973,img_00046.jpg
0.9180269241333008,0.0073877670802176,0.0004145046405028552,0.005865925457328558,0.032595254480838776,0.01635637693107128,0.0006813780055381358,0.018671907484531403,img_00053.jpg
0.43237558007240295,0.06286146491765976,0.05765226110816002,0.12230799347162247,0.08404529094696045,0.14814597368240356,0.024838758632540703,0.06777262687683105,img_00071.jpg
0.5834586024284363,0.05513046309351921,0.014947923831641674,0.04398529604077339,0.04841333255171776,0.16228194534778595,0.03303758427500725,0.0587448887526989,img_00075.jpg
0.4606974124908447,0.02888534963130951,0.010014922358095646,0.01099241804331541,0.02481829561293125,0.02732326090335846,0.04808732867240906,0.3891810476779938,img_00102.jpg
