"ALB","BET","DOL","LAG","NoF","OTHER","SHARK","YFT","image"
5.76887528455336e-05,2.83998506868614e-06,0.000137571332022067,7.70613103758189e-07,0.999787008881779,4.75598895438023e-06,1.67030822038388e-08,9.347743144699e-06,"img_00005.jpg"
0.996493695064938,0.000152595354639103,7.38565870431115e-06,0.000719285094659599,8.63089033693966e-05,0.00014042922898896,3.45238557987129e-06,0.00239684830912095,"img_00007.jpg"
0.851521681108531,0.0664703597359398,0.000852225310832469,0.00267501132993395,0.0131781066464071,0.046912188922455,0.00451640008605517,0.0138740268598453,"img_00009.jpg"
0.991196324376768,0.000185415658068048,0.00012130947115306,0.000380314230853746,0.000387240280573283,0.00569653781072863,2.380867990275e-05,0.00200904949195241,"img_00018.jpg"
0.624958207930684,0.00782531568259157,0.0202465724410465,0.00569919128789933,0.0076580653142924,0.150262123754787,0.00734294570700181,0.176007577881698,"img_00027.jpg"
0.710728520455378,0.0114659944229173,0.0030298105195493,0.00350449358256819,0.206222396426005,0.00947741411660073,0.0160989527600079,0.0394724177169726,"img_00030.jpg"
0.521584493249527,0.102192074507282,0.0114951356828338,0.00872886591082945,0.0152904703240696,0.0501729945521146,0.10384682798957,0.186689137783773,"img_00040.jpg"
0.999880071767465,3.39562457345392e-06,1.52010744678817e-07,3.62067336334021e-07,8.99024021595029e-05,1.09629993086109e-06,2.59472639704251e-08,2.49938805260993e-05,"img_00046.jpg"
0.996246145376448,0.000134850615725948,4.06460562517981e-05,0.00011674471450381,0.000481754938762013,0.00131423976534087,1.23471824902679e-05,0.00165327135047727,"img_00053.jpg"
0.812730303590884,0.00444366900361754,0.0025838260301439,0.142624875033659,0.0042212152706014,0.0265506296423766,0.00129177918626197,0.00555370224245469,"img_00071.jpg"
0.902792563941094,0.00588514637559736,0.00162065289038852,0.00305491121040789,0.0114876544696295,0.0662349794000408,0.00209414193659402,0.00682994977624818,"img_00075.jpg"
0.340427974853846,0.0212152286080713,0.00541936252303433,0.00263899228399607,0.00466931611693864,0.0174374277535259,0.0182591452996363,0.589932552560951,"img_00102.jpg"
0.797854222068911,0.0107676626530275,0.00784905969833623,0.00394769889483214,0.00475163305716493,0.117216967967343,0.00322834371374361,0.0543844119466409,"img_00103.jpg"
0.959942651474692,0.000275950444612105,0.00029543790172238,0.000203426113772083,0.00540706180361302,0.00117321363045032,4.02527023958406e-05,0.032662005928742,"img_00109.jpg"
0.0269963709377323,0.0277925731953958,0.0213511822648471,0.00162416650292162,0.660561609307759,0.00456311196403198,0.00786490181902267,0.249246084008289,"img_00119.jpg"
0.63375800809853,0.00244280597655601,0.00109901394845212,0.00096318823005069,0.00270806177343367,0.0108592130918424,0.000836367376321708,0.347333341504813,"img_00120.jpg"
0.930819558815166,0.00288854520362904,0.00187258689023509,0.0103347781671197,0.00575469154876663,0.0218844580632994,0.000704448920180335,0.0257409323916037,"img_00125.jpg"
0.00115835875817662,0.000590629471507927,0.00633007930475848,2.29253954095648e-06,0.000167724714116269,7.92176148723387e-05,0.000112124367686028,0.991559573229341,"img_00128.jpg"
0.5142399900618,0.204208885273252,0.00674561517399797,0.00818773497283445,0.0190680478270265,0.0239260547657804,0.0572936636175089,0.1663300083078,"img_00129.jpg"
0.107981246533478,0.0122382511806402,0.00713415968028404,0.00314398160009854,0.809662774197388,0.0142708918481891,0.0119757099142881,0.0335929850456333,"img_00133.jpg"
0.97955693940783,0.00410420743584635,0.000182596729828407,6.06609338164673e-05,0.00446623838325187,0.000337980916828477,7.25124002005087e-05,0.011218863792398,"img_00138.jpg"
0.00127922323410149,0.00683580321027204,0.0533329255444922,1.66684088139743e-05,0.000327284798228026,0.000717691710750179,1.33982203549376e-05,0.937477004872987,"img_00141.jpg"
0.0141557538025674,0.000200290952411462,0.00100874283154051,3.37739839752757e-05,5.95511865985529e-05,0.000425317514338655,6.99215087907022e-05,0.984046648219778,"img_00152.jpg"
0.000946192366945605,9.34093366724355e-08,1.67150145253195e-06,1.00342697582075e-08,1.07322677485755e-07,1.69025245858808e-07,1.51547270726533e-07,0.999051604792801,"img_00161.jpg"
0.0781793028744182,0.00163621933672745,0.000332743331688141,0.000251820306028157,0.911579051064632,0.000366416156542773,0.000161175397920535,0.00749327153204333,"img_00164.jpg"
0.998414480572083,0.000113220004206326,1.06665567702147e-05,0.000177696849969333,0.000504743014644387,0.000408063564083031,6.4338556640896e-06,0.00036469558258009,"img_00170.jpg"
0.141469296505019,0.00977215694119679,0.00646031205994228,0.0478719389554146,0.0107135885548768,0.776727934337247,0.00274047782549364,0.0042442948208102,"img_00171.jpg"
0.000213689542255391,2.49109123951335e-05,3.37269069821688e-05,1.27759735903255e-06,0.999710287124974,4.03966035737637e-06,3.74209996712117e-07,1.16940456798504e-05,"img_00172.jpg"
0.29462504172078,0.00556678476613631,0.00277047143236605,0.0227254218106188,0.00840084800327139,0.662162457760347,0.00136518729711485,0.00238378720936525,"img_00175.jpg"
0.620881628807869,0.0178158598590616,0.011914584360476,0.00806549580585971,0.0709225885464407,0.0368249365535573,0.0160633497667993,0.217511556299936,"img_00180.jpg"
0.0428555313861138,0.0724876976337448,0.0142477791327823,0.00280253790873733,0.461293675450749,0.00600325483481858,0.0135159850466883,0.386793538606366,"img_00196.jpg"
0.103465983744656,0.00300666317097482,0.000746364770834379,0.000129264558445909,0.000491077288632673,0.000494783848062037,0.00017431956466859,0.891491543053725,"img_00212.jpg"
0.981805829385613,0.00176947911522844,0.00254230828609679,0.000414935505602955,0.00218940441100414,0.00445312660184113,0.000182134869445656,0.00664278182516808,"img_00223.jpg"
0.920390733267115,0.00923378279196957,0.0026293164418548,0.0108989579618832,0.00937914307561943,0.0218414883451296,0.00305960299318172,0.022566975123247,"img_00230.jpg"
0.0110636763724499,0.0323362556704573,0.000562493256946993,0.00193167973568958,0.00256762095715504,0.002652958453258,0.934263627361803,0.0146216881922401,"img_00232.jpg"
0.990199823524767,0.00255299241488616,0.000249475120411592,0.00180372052728545,0.00338629314398523,0.00091546371973558,0.000152535752552107,0.000739695796376971,"img_00244.jpg"
0.914874381989178,0.00419604237622266,0.0252327552205808,0.00217731122521751,0.00419441712767165,0.0359818795991921,0.000437671428556642,0.0129055410333808,"img_00272.jpg"
0.782807196075154,0.001711788457933,0.00149554489447419,0.000425267211816628,0.206394109832339,0.00265634740805647,0.000992229646384633,0.00351751647384146,"img_00280.jpg"
0.188599696761368,0.0205399640287546,0.00833135413399022,0.0364978618810085,0.0130393927756062,0.725384783651575,0.00379303367094085,0.00381391309675663,"img_00282.jpg"
0.928984714683287,0.000672386473751333,0.0058676136772408,9.63943161804365e-05,0.000945826834024967,0.00559728592649875,0.000103777395449092,0.0577320006935678,"img_00285.jpg"
