image,ALB,BET,DOL,LAG,OTHER,SHARK,YFT
img_06261.jpg,0.83190125227,0.00964743178338,0.00964743178338,0.00964743178338,0.00964743178338,0.00964743178338,0.11986169219
img_03628.jpg,0.928359806538,0.00953210797161,0.00953210797161,0.00953210797161,0.00953210797161,0.00953210797161,0.0239796340466
img_04860.jpg,0.942857205868,0.00952380988747,0.00952380988747,0.00952380988747,0.00952380988747,0.00952380988747,0.00952380988747
img_01640.jpg,0.942857205868,0.00952380988747,0.00952380988747,0.00952380988747,0.00952380988747,0.00952380988747,0.00952380988747
img_02709.jpg,0.836098849773,0.00982381496578,0.0115769663826,0.0534632243216,0.0693894028664,0.00982381496578,0.00982381496578
img_07746.jpg,0.159594208002,0.00994345266372,0.027653362602,0.00994345266372,0.490450799465,0.00994345266372,0.292471259832
img_03195.jpg,0.889296352863,0.0406056828797,0.00984511896968,0.00984511896968,0.0181235186756,0.00984511896968,0.0224389825016
img_00075.jpg,0.258907973766,0.434777855873,0.0510919354856,0.114401511848,0.0955898836255,0.0252048205584,0.0200260393322
img_05989.jpg,0.209721148014,0.0244966708124,0.00998182035983,0.0549512021244,0.249211579561,0.0149155985564,0.436721950769
img_03254.jpg,0.449958145618,0.00978367123753,0.00978367123753,0.0372379049659,0.151553109288,0.331899881363,0.00978367123753
img_03718.jpg,0.39278024435,0.00988334603608,0.0841903910041,0.2612413764,0.135096982121,0.00988334603608,0.106924347579
img_04382.jpg,0.00964397098869,0.00964397098869,0.364101558924,0.00964397098869,0.00964397098869,0.00964397098869,0.587678551674
img_05580.jpg,0.079527720809,0.0141703290865,0.00975845102221,0.00975845102221,0.00975845102221,0.00975845102221,0.86726808548
img_05615.jpg,0.857022643089,0.0160517226905,0.0154352979735,0.00981605984271,0.00981605984271,0.00981605984271,0.0820421949029
img_03312.jpg,0.929253935814,0.00962876249105,0.00962876249105,0.00962876249105,0.00972210243344,0.00962876249105,0.0225090198219
img_05740.jpg,0.389353215694,0.176055818796,0.042878691107,0.0525796040893,0.150708466768,0.00992970634252,0.178494527936
img_00223.jpg,0.687504529953,0.0103846369311,0.0624367520213,0.0527593903244,0.0761132612824,0.00992964487523,0.100871786475
img_03074.jpg,0.794683873653,0.103795588017,0.00990684330463,0.0147417373955,0.0570582449436,0.00990684330463,0.00990684330463
img_05426.jpg,0.0858846455812,0.0850084498525,0.0437109880149,0.65577507019,0.0826893299818,0.00999681092799,0.0369347371161
img_07921.jpg,0.0415881685913,0.0302008483559,0.0128657957539,0.0358748957515,0.699501931667,0.0099353371188,0.170033052564
img_04990.jpg,0.0272712465376,0.00954977795482,0.00954977795482,0.00954977795482,0.00954977795482,0.00954977795482,0.924979925156
img_00180.jpg,0.115638501942,0.0856666266918,0.0375382006168,0.288186460733,0.00997746549547,0.0673159360886,0.39567682147
img_04341.jpg,0.942857205868,0.00952380988747,0.00952380988747,0.00952380988747,0.00952380988747,0.00952380988747,0.00952380988747
img_07460.jpg,0.789777755737,0.0345078594983,0.0289830267429,0.0478336289525,0.0223261062056,0.0215857904404,0.054985769093
img_05879.jpg,0.640446901321,0.10416392982,0.0238856170326,0.00997678376734,0.0307610724121,0.0530619360507,0.137703731656
