image_file,NoF,ALB,BET,DOL,LAG,OTHER,SHARK,YFT
img_00007.jpg,3.54402662772e-09,0.00101590796839,3.51377934749e-06,3.96792671609e-07,7.76131088287e-08,4.86450559833e-08,1.13258353807e-08,0.998980164528
img_00009.jpg,1.7098166154e-06,0.775002419949,0.222964406013,0.00108958152123,1.38683035402e-05,0.000661623198539,3.09502354412e-07,0.000266110873781
img_00018.jpg,3.50908058167e-09,0.851617634296,0.00473432289436,6.45009379241e-07,3.88997705159e-06,0.143595516682,3.58454421701e-09,4.79568334413e-05
img_00027.jpg,8.60015802573e-07,0.30097681284,0.000604779925197,6.26714609098e-05,3.54007243004e-05,0.134160593152,6.17030309513e-05,0.564097106457
img_00053.jpg,2.66718789277e-08,0.999560713768,0.000230504621868,3.76505995519e-05,3.42726877989e-07,3.99972486775e-05,3.40357360074e-07,0.000130417945911
img_00071.jpg,2.3204798083e-09,1.6612671061e-07,3.96151023097e-09,1.64500746358e-10,0.999999821186,1.8046087194e-11,1.42661788416e-13,1.38248013037e-09
img_00075.jpg,6.66414970082e-12,0.999878287315,2.91179276246e-05,7.8597112152e-10,1.51128359827e-10,9.03516120161e-05,7.23063053876e-10,2.22292214858e-06
img_00102.jpg,3.36213958008e-07,0.110759533942,0.00011770324636,2.02341871045e-05,7.03829427948e-05,5.49681608391e-05,3.06421788991e-05,0.888946175575
img_00103.jpg,1.24253847389e-06,0.773903846741,0.0763841122389,0.107201896608,1.81641098607e-05,0.000185772252735,2.12927557186e-06,0.0423027537763
img_00109.jpg,8.40461567009e-08,0.999296486378,0.000504352967255,1.07118910364e-06,1.06591676285e-06,7.74712098064e-05,2.25979715651e-06,0.000117253090139
img_00120.jpg,3.70938806782e-07,0.718058526516,0.000128564017359,4.39483301307e-06,3.21557081406e-06,4.18068520958e-05,1.62048563652e-05,0.281746923923
img_00125.jpg,6.44465817518e-12,0.999908149242,8.86046182131e-05,6.83545497981e-10,1.09850364916e-10,3.87638749544e-07,7.76996939011e-11,2.87899297291e-06
img_00128.jpg,7.34004785841e-08,0.00012650701683,0.00101118558086,0.206208661199,1.48055958604e-08,0.000357302982593,7.67199139773e-07,0.792295455933
img_00129.jpg,6.99157544659e-06,0.362512737513,0.000414924841607,0.00217471225187,5.25234190718e-06,0.0134832207114,0.438161939383,0.18324020505
img_00138.jpg,1.27649517623e-08,0.723978877068,0.275651156902,2.71598928521e-05,1.15076712603e-08,5.86022724747e-05,7.55391909024e-07,0.000283386383671
img_00141.jpg,2.92660999601e-11,4.9619075071e-08,3.46263561823e-07,8.48660377528e-08,1.95536711822e-11,1.3057255277e-09,1.14025411335e-09,0.999999523163
img_00152.jpg,4.92960339216e-08,0.00168908725027,0.000163110089488,4.37826884081e-07,1.0845412568e-08,2.29152137763e-05,0.00358186243102,0.99454241991
img_00161.jpg,1.56935675566e-09,1.27636312186e-07,4.30712077559e-07,4.63452579424e-07,1.42584721807e-09,1.30295008116e-09,5.64839233164e-08,0.999998927116
img_00170.jpg,7.06940481905e-05,0.252457648516,0.0107780033723,0.000172767060576,0.375850617886,7.6719057688e-05,1.01635350802e-05,0.360583364964
img_00175.jpg,4.4989737944e-05,0.443507045507,0.00204856833443,0.00586845120415,0.000211032194784,0.395252764225,0.00188969017472,0.151177421212
img_00180.jpg,4.91974570891e-13,4.65473988243e-08,2.21812612722e-09,1.30906977966e-11,8.04349902656e-12,7.95858875764e-13,7.56326511836e-12,1.0
img_00212.jpg,8.28221345728e-06,0.0529149472713,7.49520477257e-05,1.43458337334e-05,0.00316073512658,7.38535754863e-06,2.51060846495e-05,0.943794250488
img_00223.jpg,4.65389740634e-11,0.978353023529,0.0203281864524,1.71994571474e-07,4.19642542937e-10,3.82523097642e-07,1.34585633305e-07,0.0013180214446
img_00230.jpg,5.55901502608e-09,0.905577123165,0.0929305702448,2.946696668e-06,3.0461481515e-07,0.000603081774898,1.14232186377e-07,0.000885851099156
img_00232.jpg,5.54610934955e-08,2.6115867513e-06,2.82292658085e-05,1.98107500182e-07,1.9305677057e-08,2.62887795088e-07,0.999968230724,3.30145553562e-07
img_00244.jpg,7.54652607071e-09,0.987241148949,0.0014498232631,1.86793627677e-07,1.53207258791e-06,0.0112996380776,1.68044948623e-07,7.43662985769e-06
img_00272.jpg,4.89821250227e-09,0.804940998554,0.195055395365,1.69701581854e-06,6.29783755812e-07,1.9002519025e-07,6.52368881138e-10,1.07047594611e-06
img_00280.jpg,4.28473923009e-09,0.999861121178,1.05655244624e-05,2.96344751405e-07,4.15527301456e-09,4.42436139565e-05,1.37066408001e-07,8.3555431047e-05
img_00285.jpg,6.31659247574e-07,0.796527028084,0.00131133047398,3.43420106219e-05,1.90700870917e-06,0.088050507009,0.000290021591354,0.113784216344
img_00289.jpg,4.44696368618e-09,0.984249889851,0.000256543804426,1.30787302624e-05,5.03272890029e-09,1.21600612601e-06,2.98293173273e-07,0.0154789881781
img_00292.jpg,6.03065745963e-06,0.804927706718,0.000408544205129,0.0201076120138,7.69759026298e-07,0.152031138539,0.0041737863794,0.0183443650603
img_00311.jpg,3.16651947718e-11,0.999841094017,0.000149348954437,5.60175461572e-10,1.11310626494e-07,1.12897772908e-07,5.52058659203e-12,9.23460811464e-06
img_00320.jpg,7.37607058765e-11,0.999954402447,7.10067865839e-07,6.06722991847e-08,1.19344853444e-10,2.74693538813e-05,4.02969302371e-09,1.73959815584e-05
img_00331.jpg,4.65698178687e-07,0.995917499065,0.000725057208911,1.55090783664e-05,1.39125475584e-07,6.08183745499e-06,0.00262342463247,0.000711816246621
img_00358.jpg,2.75870934274e-06,0.0432712472975,0.0132306693122,2.3875189072e-05,2.01275797735e-05,0.00206674961373,0.013984343037,0.927400231361
img_00374.jpg,5.75727000796e-11,0.520183444023,0.000724967161659,1.92802884769e-09,7.29801108434e-09,2.4890317718e-07,1.75566761129e-08,0.479091346264
img_00375.jpg,1.84366619749e-08,4.23365463575e-06,3.43435260675e-07,0.999995231628,1.52757007044e-08,5.27491685887e-08,6.64841914855e-09,1.40065679943e-07
img_00376.jpg,2.92257595902e-08,0.999127864838,0.000424179481342,4.55075996797e-06,1.91944806716e-08,2.19921003008e-05,0.000103627331555,0.000317764293868
img_00380.jpg,1.76444913791e-07,0.894620537758,0.0493028834462,3.05533576466e-05,8.78629180079e-06,0.0552147738636,4.83512053506e-07,0.000821845722385
img_00383.jpg,2.61415129994e-12,0.99998819828,1.16451374197e-05,7.53760075189e-12,1.32991445412e-07,4.17685525056e-10,1.06140721212e-10,8.8760081951e-08
img_00398.jpg,1.44602674279e-09,0.99979275465,1.37410825118e-05,5.21519574193e-08,6.92807988756e-09,0.000144039731822,1.77218169028e-07,4.92232793476e-05
img_00407.jpg,6.59428012195e-10,0.999397873878,0.000440144940512,2.26709488516e-07,3.20528648068e-09,2.65431535809e-05,1.20759648325e-06,0.00013401862816
img_00417.jpg,3.06842821374e-06,0.0711060315371,0.00013262021821,2.46988383878e-06,0.00016948323173,4.02262003263e-06,1.74022661668e-05,0.92856490612
img_00432.jpg,1.11904125788e-06,0.422934472561,0.00655510742217,0.000299401872326,1.44408738834e-06,0.553093075752,2.27868968068e-05,0.0170926898718
img_00442.jpg,6.43713467946e-12,6.25168325996e-08,9.35404500524e-07,3.02275530994e-11,5.63089332106e-12,2.20269115447e-11,1.93014333405e-08,0.999999046326
img_00446.jpg,3.56452541095e-12,0.999959647655,5.74870682613e-06,4.36703312401e-11,8.74821215469e-10,1.79563727443e-07,7.61327806353e-11,3.43686879205e-05
img_00469.jpg,6.06333898645e-08,0.99837577343,4.50336447102e-05,1.24507479882e-07,5.11921716679e-05,1.52382126544e-05,2.68142287041e-07,0.00151230173651
img_00473.jpg,6.89810519816e-09,0.999145328999,4.20704018325e-05,2.51585220212e-07,8.04628115247e-08,1.58784428095e-06,2.18194969648e-07,0.00081047648564
