image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_06237.jpg,0.770060360432,0.0384606570005,0.0152342878282,0.0447436198592,0.0453161969781,0.0658208280802,0.0103868208826,0.00997725035995
img_06893.jpg,0.361414849758,0.00999937858433,0.017461841926,0.0194832198322,0.130007103086,0.088991612196,0.203081563115,0.169560477138
img_02082.jpg,0.185910448432,0.00968929566443,0.00968929566443,0.00968929566443,0.523555696011,0.00968929566443,0.2420874089,0.00968929566443
img_06261.jpg,0.663638651371,0.0197512786835,0.0153261432424,0.00998580548912,0.0137953869998,0.0250279922038,0.010373333469,0.242101371288
img_03628.jpg,0.933294057846,0.00952941831201,0.00952941831201,0.00952941831201,0.00952941831201,0.00952941831201,0.00952941831201,0.00952941831201
img_04860.jpg,0.878535509109,0.00958771444857,0.00958771444857,0.00958771444857,0.00958771444857,0.0466388836503,0.00958771444857,0.026887010783
img_01640.jpg,0.932434618473,0.00949621293694,0.00949621293694,0.00949621293694,0.0105881784111,0.00949621293694,0.00949621293694,0.00949621293694
img_02709.jpg,0.7468329072,0.0112801520154,0.0114330565557,0.101830363274,0.0191370118409,0.0893129110336,0.0101824533194,0.00999117642641
img_00030.jpg,0.057780906558,0.00954595208168,0.00954595208168,0.00954595208168,0.884943366051,0.00954595208168,0.00954595208168,0.00954595208168
img_04740.jpg,0.724422097206,0.0145394699648,0.023493738845,0.00994175672531,0.0496764220297,0.0245243310928,0.0139797562733,0.139422401786
img_07746.jpg,0.266741871834,0.0575329624116,0.0211639273912,0.00997439958155,0.0501222424209,0.300028592348,0.0721496641636,0.22228628397
img_02830.jpg,0.0678782463074,0.200412377715,0.010881097056,0.00994768645614,0.018814753741,0.513293743134,0.0598260425031,0.118945978582
img_03195.jpg,0.452016174793,0.0808376222849,0.0174497738481,0.018654435873,0.022377980873,0.257544785738,0.0108793582767,0.140239909291
img_06851.jpg,0.428838312626,0.036784350872,0.0121788047254,0.0102195413783,0.078568726778,0.0326732285321,0.2202886343,0.180448487401
img_00075.jpg,0.492704302073,0.0839817896485,0.00983814522624,0.0285424813628,0.206588625908,0.128628954291,0.0398775264621,0.00983814522624
img_05989.jpg,0.670533180237,0.0240820739418,0.0672428756952,0.0501640215516,0.0927164256573,0.0497541092336,0.0140487244353,0.0314585566521
img_03254.jpg,0.236257791519,0.0183809995651,0.00991056114435,0.00991056114435,0.015004914254,0.472395658493,0.0162727814168,0.221866622567
img_02083.jpg,0.0263606887311,0.00953141693026,0.00953141693026,0.00953141693026,0.916450798512,0.00953141693026,0.00953141693026,0.00953141693026
img_03718.jpg,0.762900829315,0.00991263985634,0.0144842416048,0.0264391712844,0.00991263985634,0.116491518915,0.00991263985634,0.0499463491142
img_07434.jpg,0.059772554785,0.0104591902345,0.00986467115581,0.00986467115581,0.807867646217,0.00986467115581,0.0786493569613,0.0136572569609
img_04382.jpg,0.0374302491546,0.00972735416144,0.289052844048,0.00972735416144,0.00972735416144,0.00972735416144,0.0188600346446,0.615747451782
img_05580.jpg,0.225588023663,0.0434008128941,0.0111193601042,0.0105343544856,0.109585404396,0.0478338934481,0.105206370354,0.446731835604
img_05615.jpg,0.933962345123,0.00943396240473,0.00943396240473,0.00943396240473,0.00943396240473,0.00943396240473,0.00943396240473,0.00943396240473
img_03312.jpg,0.760338246822,0.0151158999652,0.00961852353066,0.00961852353066,0.00961852353066,0.0626950338483,0.00961852353066,0.12337667495
img_05740.jpg,0.213532611728,0.191152796149,0.122393995523,0.0336354523897,0.141268178821,0.205996185541,0.00997126847506,0.0820495486259
img_00223.jpg,0.419901311398,0.0296880695969,0.356299340725,0.0586556941271,0.00993399322033,0.102844513953,0.00993399322033,0.0127430437133
img_03074.jpg,0.837457239628,0.0746298655868,0.00972830224782,0.0114148277789,0.0115301413462,0.0357829965651,0.00972830224782,0.00972830224782
img_06849.jpg,0.120467439294,0.0369982197881,0.0229471381754,0.00995440874249,0.0381571799517,0.0315677300096,0.0587125122547,0.681195378304
img_05426.jpg,0.0422479175031,0.0448605418205,0.015621714294,0.858737111092,0.00963319838047,0.00963319838047,0.00963319838047,0.00963319838047
img_07616.jpg,0.752417385578,0.00991213601083,0.0241188872606,0.0282517299056,0.145688772202,0.00991213601083,0.0180542878807,0.0116446418688
img_07921.jpg,0.164372459054,0.0623726770282,0.0173840783536,0.0303344167769,0.0145797124133,0.633113443851,0.0160992518067,0.0617440156639
img_00729.jpg,0.438413590193,0.00968485232443,0.00968485232443,0.00968485232443,0.486848294735,0.00968485232443,0.0263138711452,0.00968485232443
img_04990.jpg,0.139454960823,0.0512313470244,0.0175420604646,0.0120985452086,0.0540671609342,0.083732008934,0.367227822542,0.274646043777
img_03941.jpg,0.75867331028,0.00986782088876,0.02932930924,0.0885489657521,0.00986782088876,0.0839770808816,0.00986782088876,0.00986782088876
img_00180.jpg,0.147129163146,0.028530517593,0.00999899487942,0.0112188570201,0.0223622322083,0.0361836180091,0.0152494404465,0.729327201843
img_01657.jpg,0.0260794200003,0.00964947696775,0.8160982728,0.00964947696775,0.00964947696775,0.00964947696775,0.0173443108797,0.101880028844
img_04341.jpg,0.93378508091,0.00945927668363,0.00945927668363,0.00945927668363,0.00945927668363,0.00945927668363,0.00945927668363,0.00945927668363
img_06033.jpg,0.0097833853215,0.0196759402752,0.158949658275,0.0097833853215,0.0798037201166,0.0097833853215,0.0270055048168,0.685214996338
img_07460.jpg,0.694941341877,0.0387611053884,0.0300287753344,0.052849508822,0.0943342298269,0.0524772033095,0.0199521128088,0.0166557300836
img_05879.jpg,0.754247903824,0.0097994459793,0.0097994459793,0.0097994459793,0.0283196382225,0.047979991883,0.0177916996181,0.122262470424
img_00764.jpg,0.0252652093768,0.00967613887042,0.038098745048,0.00967613887042,0.00967613887042,0.00967613887042,0.00967613887042,0.888255357742
img_06831.jpg,0.554637134075,0.385432392359,0.00959740485996,0.0119435153902,0.00959740485996,0.00959740485996,0.00959740485996,0.00959740485996
img_05046.jpg,0.137887015939,0.0373761244118,0.00986959971488,0.00986959971488,0.0547548234463,0.0291307605803,0.0509846657515,0.670127511024
img_05349.jpg,0.0702102035284,0.823393762112,0.024148799479,0.00984447076917,0.00984447076917,0.0185226630419,0.0314572490752,0.0125784445554
img_02679.jpg,0.0885943695903,0.083179153502,0.0665510967374,0.0125125963241,0.275395065546,0.0133164105937,0.0419178493321,0.418533414602
img_06522.jpg,0.246355444193,0.0232362579554,0.00998150929809,0.00998150929809,0.0451096631587,0.0161685459316,0.050407320261,0.598759770393
img_02865.jpg,0.00955444388092,0.00955444388092,0.00955444388092,0.00955444388092,0.932038486004,0.00955444388092,0.00955444388092,0.0106349252164
img_02209.jpg,0.122187301517,0.0220636557788,0.028101157397,0.0171193052083,0.107504874468,0.413986861706,0.12424877286,0.164788037539
img_03238.jpg,0.917876720428,0.0164512190968,0.00970463175327,0.00970463175327,0.00970463175327,0.00970463175327,0.00970463175327,0.0171489510685
img_06238.jpg,0.149197474122,0.0107805533335,0.00984059460461,0.00984059460461,0.785776257515,0.0140823209658,0.00984059460461,0.0106415944174
img_06285.jpg,0.0423490665853,0.00975454319268,0.0263599604368,0.00975454319268,0.0436923950911,0.00975454319268,0.00975454319268,0.848580420017
img_06076.jpg,0.695942997932,0.0616445057094,0.00975426007062,0.00975426007062,0.173929393291,0.00975426007062,0.0149613590911,0.0242589805275
img_03677.jpg,0.85397708416,0.0299766361713,0.00978990644217,0.0668869167566,0.00978990644217,0.00999965984374,0.00978990644217,0.00978990644217
img_04250.jpg,0.00943396240473,0.00943396240473,0.00943396240473,0.00943396240473,0.933962345123,0.00943396240473,0.00943396240473,0.00943396240473
img_04719.jpg,0.0980334207416,0.00989292189479,0.00989292189479,0.00989292189479,0.71668946743,0.0241592507809,0.0268139187247,0.104625225067
img_00828.jpg,0.00993442162871,0.00962138269097,0.00962138269097,0.00962138269097,0.932337284088,0.00962138269097,0.00962138269097,0.00962138269097
img_03670.jpg,0.855202317238,0.0095762135461,0.0095762135461,0.0095762135461,0.0873405113816,0.0095762135461,0.0095762135461,0.0095762135461
img_01984.jpg,0.0793787389994,0.00945204496384,0.00945204496384,0.00945204496384,0.00945204496384,0.00945204496384,0.00945204496384,0.863908946514
img_03324.jpg,0.0670184269547,0.00965255592018,0.136365517974,0.00965255592018,0.00965255592018,0.00965255592018,0.00965255592018,0.748353302479
img_03992.jpg,0.104232206941,0.675069570541,0.0113741327077,0.00980679132044,0.0976507738233,0.00980679132044,0.00980679132044,0.0822529271245
img_07103.jpg,0.881844997406,0.0498149357736,0.00956516340375,0.00956516340375,0.00956516340375,0.0205142721534,0.00956516340375,0.00956516340375
img_05328.jpg,0.686656177044,0.0481316447258,0.00977096520364,0.00977096520364,0.117606878281,0.0179444570094,0.00977096520364,0.100347965956
img_01724.jpg,0.734296858311,0.00994199793786,0.0342415608466,0.00994199793786,0.111415103078,0.0532496497035,0.0248389095068,0.0220739245415
img_04479.jpg,0.220855072141,0.0177278798074,0.05073306337,0.0204142779112,0.142499014735,0.161416396499,0.192617312074,0.193736985326
img_06506.jpg,0.49011233449,0.0119725242257,0.00982129946351,0.00982129946351,0.39072984457,0.00982129946351,0.0197629034519,0.0579585395753
img_03446.jpg,0.019674282521,0.00965970754623,0.69418990612,0.00965970754623,0.00965970754623,0.00965970754623,0.0125162778422,0.234980612993
img_01134.jpg,0.732045590878,0.00989505555481,0.0368625074625,0.0261963382363,0.00989505555481,0.132243484259,0.013484403491,0.0393775850534
img_05084.jpg,0.774707138538,0.0952189266682,0.0137454932556,0.0216264352202,0.0381401181221,0.0368274524808,0.0098672080785,0.0098672080785
img_04004.jpg,0.564078390598,0.00996614154428,0.0341307409108,0.0374172851443,0.1217738837,0.168754026294,0.0426432490349,0.021236313507
img_06469.jpg,0.825627326965,0.0096526639536,0.0096526639536,0.0096526639536,0.0096526639536,0.101576812565,0.0096526639536,0.0245326012373
img_00780.jpg,0.0291395112872,0.0096832010895,0.0289500653744,0.0096832010895,0.0096832010895,0.0127349402755,0.0096832010895,0.890442669392
img_05958.jpg,0.0478556826711,0.0105763655156,0.00962149910629,0.00962149910629,0.00962149910629,0.0345034077764,0.00962149910629,0.868578612804
img_05953.jpg,0.141933709383,0.0102622676641,0.195436269045,0.0249868836254,0.0269152782857,0.0167254861444,0.221236929297,0.362503141165
img_03924.jpg,0.00943396240473,0.00943396240473,0.00943396240473,0.00943396240473,0.933962345123,0.00943396240473,0.00943396240473,0.00943396240473
img_07426.jpg,0.319905370474,0.0174751300365,0.274818062782,0.0515543408692,0.00993828196079,0.0360905043781,0.0108675090596,0.279350876808
img_01888.jpg,0.168963417411,0.109795078635,0.0209160987288,0.061032500118,0.0250787790865,0.481484591961,0.0121369156986,0.120592594147
img_02077.jpg,0.117895483971,0.0583005100489,0.10441839695,0.636933147907,0.00998889561743,0.0299238748848,0.0127381468192,0.0298015791923
img_02636.jpg,0.907673120499,0.0154898287728,0.00953682605177,0.00953682605177,0.00953682605177,0.00953682605177,0.00953682605177,0.0291529204696
img_04696.jpg,0.913512885571,0.0274189617485,0.00954443216324,0.00954443216324,0.00954443216324,0.011345977895,0.00954443216324,0.00954443216324
img_05359.jpg,0.162986025214,0.117522872984,0.0125431641936,0.0127040129155,0.0690579712391,0.456567823887,0.0574784204364,0.111139722168
img_01825.jpg,0.0535550191998,0.377848118544,0.0500731095672,0.0358892865479,0.346903711557,0.0278801694512,0.0426010042429,0.065249659121
img_01669.jpg,0.225423321128,0.0536834448576,0.00979985762388,0.658652484417,0.0230412650853,0.00979985762388,0.00979985762388,0.00979985762388
img_04204.jpg,0.34330317378,0.00970415957272,0.00970415957272,0.00970415957272,0.00970415957272,0.0249578189105,0.0450779460371,0.547844469547
img_01059.jpg,0.155035719275,0.0479135103524,0.0126453898847,0.00986808165908,0.00986808165908,0.17034317553,0.0833088830113,0.511017084122
img_03080.jpg,0.927722930908,0.00965988542885,0.00965988542885,0.0141068799421,0.00965988542885,0.00965988542885,0.00965988542885,0.00987081136554
img_02281.jpg,0.0807571411133,0.0181287843734,0.0100906323642,0.852400660515,0.00965569540858,0.00965569540858,0.00965569540858,0.00965569540858
img_04532.jpg,0.158858180046,0.100766867399,0.0197604708374,0.0379314981401,0.0139622585848,0.529728353024,0.0115828122944,0.127409532666
img_05137.jpg,0.849582910538,0.0472855120897,0.00983938667923,0.00983938667923,0.0379447564483,0.010173028335,0.00983938667923,0.0254956781864
img_06426.jpg,0.608011126518,0.0327023155987,0.0098897209391,0.0098897209391,0.241063609719,0.0134604386985,0.0248504206538,0.0601326785982
img_07319.jpg,0.287194609642,0.050185572356,0.0137201026082,0.0139967966825,0.124120175838,0.0215476937592,0.0851810500026,0.404054015875
img_05790.jpg,0.933723628521,0.00946805253625,0.00946805253625,0.00946805253625,0.00946805253625,0.00946805253625,0.00946805253625,0.00946805253625
img_02119.jpg,0.356113433838,0.0295258741826,0.432025879622,0.0646008625627,0.00999070797116,0.0791124477983,0.015343782492,0.0132870646194
img_03439.jpg,0.443046957254,0.00984828174114,0.0168547723442,0.413636893034,0.00984828174114,0.0746993646026,0.00987200252712,0.0221934821457
img_01647.jpg,0.0546756312251,0.00948758516461,0.00948758516461,0.00948758516461,0.888398826122,0.00948758516461,0.00948758516461,0.00948758516461
img_07187.jpg,0.910695612431,0.0096990512684,0.0096990512684,0.0096990512684,0.0151561247185,0.0096990512684,0.0096990512684,0.0256531052291
img_02808.jpg,0.89202350378,0.00972411595285,0.00972411595285,0.0143393846229,0.00972411595285,0.0450165607035,0.00972411595285,0.00972411595285
img_05568.jpg,0.801550865173,0.0098001267761,0.0098001267761,0.0098001267761,0.0098001267761,0.0272684581578,0.0195789933205,0.112401157618
img_01213.jpg,0.798648059368,0.0734637752175,0.00983697641641,0.0442815683782,0.0287479925901,0.0230872314423,0.00983697641641,0.0120973717421
img_04261.jpg,0.501709580421,0.43608674407,0.00952566042542,0.0145754273981,0.00952566042542,0.00952566042542,0.00952566042542,0.00952566042542
img_05210.jpg,0.933962345123,0.00943396240473,0.00943396240473,0.00943396240473,0.00943396240473,0.00943396240473,0.00943396240473,0.00943396240473
img_02977.jpg,0.37328928709,0.333771020174,0.00973204709589,0.00973204709589,0.119963988662,0.02210839279,0.00973204709589,0.121671192348
img_05719.jpg,0.0264501143247,0.00944728776813,0.00944728776813,0.00944728776813,0.00944728776813,0.00944728776813,0.00944728776813,0.916866183281
img_00109.jpg,0.933206796646,0.00954189058393,0.00954189058393,0.00954189058393,0.00954189058393,0.00954189058393,0.00954189058393,0.00954189058393
img_00376.jpg,0.71957975626,0.0423898845911,0.029367974028,0.00992016401142,0.0157403144985,0.114921174943,0.00992016401142,0.058160495013
