NoF,ALB,BET,DOL,LAG,OTHER,SHARK,YFT,image_file
0.0446938537061,0.684308409691,0.0186766535044,0.00774329295382,0.00242597959004,0.218270614743,0.00164270342793,0.0222384780645,img_06237.jpg
0.0232058912516,0.506442427635,0.00678429473191,0.000688987900503,2.76419850707e-05,0.0578160360456,0.102030858397,0.303003787994,img_06893.jpg
0.768433392048,0.146291017532,0.000148953171447,0.000208910321817,3.43804276781e-05,0.0231066513807,0.0562407895923,0.00553593412042,img_02082.jpg
0.0129177421331,0.361553907394,0.00218770722859,0.000127253952087,9.72431225819e-05,0.0595117285848,0.0304694138467,0.533135056496,img_06261.jpg
0.213279634714,0.527622401714,0.000339814490872,0.00100303755607,8.85198096512e-06,0.197560817003,0.00912064965814,0.0510647967458,img_03628.jpg
0.0371005758643,0.744916915894,0.00296640838496,0.00127000443172,0.00498706614599,0.18014100194,8.81007217686e-05,0.0285298191011,img_04860.jpg
0.0158290453255,0.970865130424,0.00442597735673,5.21010369994e-05,0.00010567393474,0.000367955886759,0.000296529033221,0.00805750582367,img_01640.jpg
0.0102874943987,0.813514113426,0.0113240005448,0.0133668957278,0.0340618491173,0.0664356797934,8.95584307727e-05,0.0509204380214,img_02709.jpg
0.47160539031,0.476906627417,0.000642847735435,0.000798628549092,3.02900389215e-05,0.0103708123788,0.0088403923437,0.0308049358428,img_00030.jpg
0.0233753398061,0.0385184586048,0.00345908896998,0.0297405663878,0.000525052601006,0.898389458656,5.4708965763e-05,0.00593725219369,img_04740.jpg
0.00305799464695,0.122863076627,0.0114879058674,0.000624920474365,6.01201791142e-05,0.660726308823,0.0075952433981,0.193584442139,img_07746.jpg
0.00899414345622,0.0364925004542,0.0326429493725,0.000626584806014,0.00180321617518,0.235605597496,0.220432639122,0.463402271271,img_02830.jpg
0.0515455827117,0.422182172537,0.137297675014,0.00197725277394,0.0239484272897,0.249840781093,0.00613383669406,0.107074283063,img_03195.jpg
0.0108152693138,0.0778754502535,0.0403207316995,0.000101941303001,2.39607543335e-05,0.0332405753434,0.263183534145,0.574438512325,img_06851.jpg
0.00238853273913,0.0882778167725,0.00432445527986,0.000259527936578,7.95251762611e-05,0.900351643562,5.40389646631e-06,0.00431313086301,img_00075.jpg
0.0227309763432,0.31152638793,0.134963661432,0.216955155134,0.00608961423859,0.276969194412,0.000928280234803,0.0298366788775,img_05989.jpg
0.014052214101,0.0371746048331,0.00104151444975,0.000288635899778,0.000398309348384,0.929851174355,0.00031704545836,0.016876405105,img_03254.jpg
0.979637742043,0.0028306634631,2.26547999773e-05,1.6387193682e-05,7.4363283602e-06,0.0170260742307,1.15223665489e-05,0.000447453756351,img_02083.jpg
0.00692194094881,0.697316169739,0.0060957511887,0.00378781929612,0.00815808679909,0.125762924552,3.72486465494e-05,0.151920005679,img_03718.jpg
0.489636331797,0.412802606821,0.0848363190889,0.00177345331758,2.47866446443e-05,0.00225708214566,0.00228031445295,0.0063891550526,img_07434.jpg
2.68279995908e-06,0.000207324585062,0.00249588326551,0.882560908794,2.831209531e-05,5.59152067581e-06,2.156632263e-06,0.114697098732,img_04382.jpg
0.00252947723493,0.223538324237,0.0506659857929,0.00213279062882,4.70107079309e-05,0.037283718586,0.0228276476264,0.660975039005,img_05580.jpg
0.000472351850476,0.994011759758,0.000694558315445,0.000175128428964,1.18519744774e-06,4.16286911786e-06,3.94393282477e-05,0.00460127042606,img_05615.jpg
0.000434583926108,0.921441912651,0.0584771260619,4.02508630941e-05,2.29816505453e-05,0.00512484461069,0.000229777157074,0.0142285199836,img_03312.jpg
