image_file,NoF,ALB,BET,DOL,LAG,OTHER,SHARK,YFT
img_00007.jpg,7.26836546505e-09,8.19166089059e-05,1.11900690172e-05,2.17127649194e-06,7.80036124581e-09,1.34783567773e-06,3.43934004832e-07,0.999902904034
img_00009.jpg,2.6396960493e-06,0.968950927258,0.0254522971809,0.00105865113437,0.00131898268592,0.00240924861282,1.34222503334e-07,0.000807179545518
img_00018.jpg,7.35032312793e-10,0.837877750397,0.0161900538951,5.76272540798e-08,1.94153126358e-05,0.145896077156,1.15739562379e-09,1.66923018696e-05
img_00027.jpg,3.28175819853e-10,0.0205182246864,8.59262654558e-05,4.55461702131e-07,2.97088149637e-08,0.000184375661775,1.11901705679e-08,0.979211032391
img_00040.jpg,2.16516781393e-07,0.000226927484618,6.10988365679e-07,5.19403215549e-07,3.21717017471e-08,5.67887545913e-05,0.999711632729,3.37178380505e-06
img_00053.jpg,1.16725196619e-07,0.998166918755,0.000249960343353,0.00122175412253,1.14660736017e-06,0.000263001013082,7.19079025657e-07,9.63996208156e-05
img_00071.jpg,2.25487575278e-08,2.5510935302e-06,2.24408807981e-07,1.14966036691e-09,0.999997138977,7.99966648479e-10,1.26019784885e-11,3.07185814563e-08
img_00075.jpg,5.25147590344e-12,0.999827563763,2.08545261557e-05,7.75193964575e-10,4.00254496213e-10,0.000130985266878,2.54100074315e-10,2.05203432415e-05
img_00102.jpg,3.21144932869e-09,0.474958568811,9.93237044895e-05,8.18055525542e-08,4.19245651528e-07,9.12516188691e-05,3.71499231733e-06,0.524846553802
img_00103.jpg,7.79226525083e-07,0.703742742538,0.0267450809479,0.00577285466716,2.1946405468e-05,0.00014956339146,3.44380237038e-06,0.263563543558
img_00109.jpg,2.12110961684e-07,0.979274451733,0.0118232704699,6.27559711575e-05,1.47046930579e-05,0.000263037160039,9.35117270728e-07,0.00856059603393
img_00120.jpg,3.39450386203e-12,0.895050883293,2.81273587461e-05,4.26332219527e-10,8.05387667668e-09,1.05633219505e-07,1.33323685425e-09,0.104920789599
img_00125.jpg,2.5638041224e-17,0.999999165535,4.67389127401e-10,3.97496299114e-15,4.52725042784e-13,3.08883414846e-07,1.79012599523e-15,4.93432366966e-07
img_00128.jpg,4.28341486725e-08,0.000213611361687,4.26041151513e-05,0.829285919666,3.04577270072e-08,6.25108586974e-05,4.25322745912e-08,0.170395255089
img_00129.jpg,3.51249497044e-07,0.0031617146451,8.0941732449e-05,3.86572946809e-06,1.319083065e-08,9.88359461189e-05,0.954930961132,0.0417233854532
img_00138.jpg,6.9008804747e-12,0.0146607737988,0.985333621502,6.05901391282e-08,4.76527359239e-11,9.54222123539e-09,1.9206507218e-10,5.57293742531e-06
img_00141.jpg,1.23206512267e-13,1.916839798e-09,4.54515625137e-09,2.91841555367e-08,1.70815882869e-14,1.05752552548e-10,5.73560192396e-11,1.0
img_00152.jpg,5.35626647202e-11,0.0028845530469,0.000284925248707,1.09536145487e-07,2.33204122679e-10,1.4682549363e-06,8.54986069498e-07,0.996827960014
img_00161.jpg,6.72538088588e-13,8.96472585055e-09,1.03050608047e-08,5.05985120469e-09,1.80978127449e-12,1.09620347521e-10,6.72705571803e-11,1.0
img_00170.jpg,1.51146866756e-06,0.0101435743272,0.000558127765544,3.40496490026e-06,0.862664818764,9.77770105237e-06,5.80090443236e-07,0.126618131995
img_00171.jpg,6.92126661761e-07,0.925167858601,0.000265641603619,0.00107352924533,4.04255024478e-06,0.0354205034673,3.16452278639e-05,0.0380361564457
img_00175.jpg,1.35153368319e-05,0.24743309617,0.000292296055704,0.0107666151598,1.27568655444e-05,0.632186532021,0.000160344774486,0.10913489759
img_00180.jpg,1.0139933982e-16,3.95848509527e-09,2.65566402202e-10,4.46849520819e-14,8.16587703218e-15,9.95057985662e-14,5.85040235658e-14,1.0
img_00212.jpg,5.47766942915e-09,0.014206754975,7.58075930207e-06,3.10357307853e-07,2.13938255911e-05,7.74277486926e-06,5.96893272586e-08,0.985756099224
img_00223.jpg,3.68202668355e-09,0.918682277203,1.76990706677e-05,4.29101049804e-07,8.33226394548e-08,1.99966711989e-06,8.99527549336e-07,0.0812965258956
img_00230.jpg,5.8730670327e-10,0.880724549294,0.0514129921794,6.98977032698e-07,3.46883211932e-07,0.0259051024914,5.01905674355e-07,0.0419557355344
img_00232.jpg,5.53991483798e-08,1.52056350089e-06,4.29057108704e-05,5.54856205426e-09,2.03419814326e-09,2.54727211768e-07,0.99995470047,5.97276084591e-07
img_00244.jpg,2.54393728305e-09,0.994201302528,0.00536723528057,2.57592969177e-08,2.0311867047e-05,0.000402386620408,5.25919530148e-09,8.75071782502e-06
