image,ALB,BET,DOL,LAG,OTHER,SHARK,YFT
img_06237.jpg,0.723215222359,0.0697592869401,0.0781340450048,0.0627299174666,0.025274856016,0.0309501234442,0.00993655901402
img_06893.jpg,0.253065228462,0.0416127592325,0.0536685176194,0.018532672897,0.15550737083,0.110873281956,0.366740196943
img_06261.jpg,0.0254356898367,0.0575031340122,0.0612585060298,0.034773632884,0.0670539736748,0.0451386757195,0.708836376667
img_03628.jpg,0.825528621674,0.0114111378789,0.0100053418428,0.0146238626912,0.0793987363577,0.0488274171948,0.0102049093693
img_04860.jpg,0.244359865785,0.0483787246048,0.0208812933415,0.00998532492667,0.593369007111,0.038560077548,0.0444655865431
img_01640.jpg,0.940064966679,0.00964690186083,0.00964690186083,0.0117006003857,0.00964690186083,0.00964690186083,0.00964690186083
img_02709.jpg,0.351612061262,0.0695958957076,0.0255211666226,0.0203315038234,0.29486772418,0.045460883528,0.192610800266
img_07746.jpg,0.36340162158,0.124142609537,0.0697638764977,0.0573061443865,0.215828537941,0.135015800595,0.0345413275063
img_02830.jpg,0.02138049528,0.029211403802,0.0129953464493,0.0099709816277,0.228093236685,0.0863568112254,0.61199170351
img_03195.jpg,0.779818236828,0.0301656834781,0.0131492326036,0.0299953538924,0.0906172096729,0.0383599363267,0.0178944002837
img_06851.jpg,0.697782874107,0.00994855258614,0.0157609581947,0.0232315436006,0.0757999941707,0.104795627296,0.0726805329323
img_00075.jpg,0.195093631744,0.198023617268,0.144972130656,0.204420313239,0.155495509505,0.0795331224799,0.0224617850035
img_05989.jpg,0.523921906948,0.0247766170651,0.0115657029673,0.0825354233384,0.320139944553,0.027157433331,0.00990292243659
img_03718.jpg,0.681212365627,0.0275313090533,0.0246829763055,0.0791384279728,0.0197010878474,0.0242650620639,0.143468827009
img_04382.jpg,0.0323957912624,0.22745808959,0.40109950304,0.0826102048159,0.0198560170829,0.0305060148239,0.206074357033
img_05580.jpg,0.429545044899,0.046897996217,0.00995087157935,0.0276965238154,0.0274545326829,0.0633235052228,0.395131587982
img_05615.jpg,0.68293607235,0.0286640226841,0.0396388508379,0.0273406263441,0.0347309596837,0.0527992323041,0.133890241385
img_03312.jpg,0.698399603367,0.117023728788,0.011363604106,0.0221073310822,0.083469606936,0.0291784182191,0.0384577214718
img_05740.jpg,0.644568860531,0.10677023977,0.0639187097549,0.0557085983455,0.0598800815642,0.042542681098,0.026610834524
img_00223.jpg,0.912137269974,0.00977661088109,0.00977661088109,0.0255307517946,0.0232256352901,0.00977661088109,0.00977661088109
img_03074.jpg,0.463620901108,0.136726111174,0.0371443852782,0.0457498803735,0.115609310567,0.0396355390549,0.161513850093
img_05426.jpg,0.126320496202,0.316863000393,0.0627512633801,0.416250646114,0.0365155227482,0.0226312559098,0.018667884171
img_07921.jpg,0.0412762314081,0.135250851512,0.123513825238,0.0846677646041,0.412652701139,0.0838078483939,0.118830829859
img_04990.jpg,0.115953266621,0.034620527178,0.0215928889811,0.0168941430748,0.116056397557,0.0446826517582,0.65020018816
img_03941.jpg,0.340185791254,0.0339068472385,0.0297176782042,0.0417623221874,0.232958644629,0.0449268817902,0.276541799307
img_00180.jpg,0.0811456888914,0.0730093494058,0.197833433747,0.0925230011344,0.0432039573789,0.28946813941,0.222816422582
img_01657.jpg,0.0192451048642,0.114787913859,0.563387155533,0.0187628399581,0.0811479091644,0.0380318723619,0.164637207985
img_04341.jpg,0.941912829876,0.00968120899051,0.00968120899051,0.00968120899051,0.00968120899051,0.00968120899051,0.00968120899051
img_06033.jpg,0.00990756414831,0.0245716106147,0.0334561653435,0.00990756414831,0.0269437842071,0.0181989390403,0.87701433897
img_05879.jpg,0.408987045288,0.0650161877275,0.0398156046867,0.0467032343149,0.36536103487,0.028200995177,0.0459159053862
