"ALB","BET","DOL","LAG","NoF","OTHER","SHARK","YFT","image"
0.0166221367195334,0.0110268246382561,0.0111992542166349,0.0111682889517482,0.914213472604635,0.0105824287049558,0.0115585482679393,0.0136290526948955,"img_00005.jpg"
0.481618799269322,0.038529555127012,0.0146816818043644,0.016713498719042,0.0166387315839583,0.0321687782183344,0.0135920637287254,0.386056865006791,"img_00007.jpg"
0.800943017005895,0.0271381232887435,0.0119618533179093,0.0171728635206748,0.0494647495448518,0.0542478077113557,0.0168145773932267,0.0222570437937904,"img_00009.jpg"
0.744283926487029,0.130389947211498,0.0100940021104308,0.0232636661734291,0.0139578127302358,0.0238064112141674,0.0101690793759318,0.0440351594240504,"img_00018.jpg"
0.474260640144538,0.103429115563449,0.020927241258331,0.0172913543880064,0.0308597709983607,0.0772066295146981,0.0960859548300541,0.179939326643884,"img_00027.jpg"
0.273069435358036,0.0212632143869977,0.015530807338653,0.0167366547510008,0.569734603166706,0.0185875689610819,0.0295662393793444,0.0555114729329924,"img_00030.jpg"
0.464668199419966,0.0322695933282454,0.0171492099761991,0.0187232112512021,0.0590526025742724,0.039271379262204,0.26966476738471,0.0992010563611516,"img_00040.jpg"
0.641414785385181,0.00987851195969854,0.00931776413600603,0.00948730885867265,0.29985124422252,0.00948602518766422,0.0093673040377442,0.0111970822792617,"img_00046.jpg"
0.87062720656399,0.0457403730135453,0.00955719062186686,0.0111926168669146,0.0238712172955276,0.0143397523090374,0.00963725263137744,0.0150344114750754,"img_00053.jpg"
0.475650957226821,0.0303392970934499,0.02701456658541,0.327961959689987,0.0362362548708901,0.0544427677988911,0.0171705158427242,0.0311836777254813,"img_00071.jpg"
0.556374529004331,0.0408619020133958,0.0143144148401865,0.026913387328376,0.184343131259115,0.129997844994136,0.0197413129731962,0.0274535043165037,"img_00075.jpg"
0.273300200700853,0.104115761071503,0.0128781775943967,0.0160978068597626,0.0180726287886374,0.0294141829013875,0.0352465800941107,0.510874664783598,"img_00102.jpg"
0.699886059761315,0.0267158733680848,0.0166926661506232,0.0205208573490467,0.119680399633938,0.0475105905905264,0.0176800649613078,0.0513135176151942,"img_00103.jpg"
0.796292537450711,0.0178919859230444,0.0121667183004245,0.0137520524673089,0.0423456508666519,0.0142681092023775,0.0114486324135139,0.0918342987075373,"img_00109.jpg"
0.0149866091087366,0.0123370403423811,0.0221335925161744,0.0097708200686517,0.857887393236258,0.0123244484886433,0.0112721554469223,0.0592879496514703,"img_00119.jpg"
0.476968914270525,0.0408939881249943,0.0154624884016919,0.0126562233082916,0.0279179883189411,0.103584348410355,0.0926577534527947,0.229858297109667,"img_00120.jpg"
0.499922502040922,0.0312836343422498,0.0234947124496017,0.0470114264637256,0.0435521060600792,0.106879878789195,0.0235070494934831,0.224348624795641,"img_00125.jpg"
0.0137516618706315,0.0233415966853464,0.128554622456446,0.0113036915659934,0.0113444428425312,0.0161167116835743,0.0118283542804449,0.783758938312598,"img_00128.jpg"
0.498319725692428,0.0335294166579872,0.0191074000671476,0.0192843062803119,0.0564164940268297,0.0372458726167523,0.263269466161687,0.0728273075073855,"img_00129.jpg"
0.0713854916393299,0.0134737309999685,0.0125819073989909,0.0110650462564002,0.824655961990451,0.0225329687818806,0.01170378290116,0.0326011208817284,"img_00133.jpg"
0.768325179815199,0.099507820420051,0.0136342056561338,0.0148485502228204,0.0337387178093325,0.0189721498638454,0.0127757499925855,0.0381976367905799,"img_00138.jpg"
0.0168618671596178,0.107409605756371,0.112129626422972,0.0127141008153685,0.0107473315205553,0.0214403403923043,0.0117029486689844,0.706994199752819,"img_00141.jpg"
0.0398797918110983,0.0191040758043532,0.029891568422318,0.0122861212119465,0.0134624981321399,0.0292338840663438,0.02150233052671,0.834639769792342,"img_00152.jpg"
0.0148085281252908,0.0110942138824509,0.0206363737583058,0.00985005502588022,0.0112167704035493,0.0149296874180334,0.010408190381703,0.907056194543703,"img_00161.jpg"
0.133001583069553,0.0191387118771625,0.0234340094961195,0.0169778890907648,0.560276049375699,0.0394096376374343,0.0222435582429166,0.185518587008104,"img_00164.jpg"
0.794829708337654,0.0354886520654132,0.0108110115397791,0.033507715724424,0.0206999737769435,0.0244117697700643,0.0105039858492161,0.0697471363469742,"img_00170.jpg"
0.357153615355503,0.0636043542995944,0.0208092669025051,0.125493115559155,0.0348868932574941,0.362411303073302,0.0143213097937459,0.0213201383128816,"img_00171.jpg"
0.0118123218417253,0.00987276111264638,0.00940969698714018,0.00940664620139561,0.931005209684256,0.00934642650537118,0.00934993466363214,0.00979701636825613,"img_00172.jpg"
0.342986319959273,0.0412066090851928,0.0159063439816104,0.0513861127197502,0.0250408789143011,0.491399684548345,0.0133450140245127,0.0187290616333352,"img_00175.jpg"
